location,total_sqft,bath,bhk,price_per_sqft,price
other,834.0,1.0,1,7194.244604316546,60.0
other,1125.0,4.0,3,6222.222222222223,70.0
Arekere,2060.0,3.0,3,6796.116504854369,140.0
Gottigere,891.0,2.0,2,2805.8361391694725,25.0
Raja Rajeshwari Nagar,1133.0,2.0,2,4330.979699911739,49.07
Bisuvanahalli,1075.0,2.0,3,3441.860465116279,37.0
Vidyaranyapura,1200.0,2.0,2,4583.333333333333,55.0
Thanisandra,1075.0,2.0,2,4260.46511627907,45.8
Kaggadasapura,1140.0,2.0,2,3508.7719298245615,40.0
Raja Rajeshwari Nagar,1090.0,2.0,2,3853.211009174312,42.0
R.T. Nagar,1500.0,4.0,4,4666.666666666667,70.0
Whitefield,1790.0,3.0,3,5586.592178770949,100.0
Hebbal,1920.0,3.0,3,6979.166666666667,134.0
HRBR Layout,1374.0,2.0,2,6914.1193595342065,95.0
Bannerghatta Road,1445.0,3.0,3,6574.39446366782,95.0
Kanakapura,711.0,1.0,1,5063.291139240507,36.0
Tumkur Road,1500.0,3.0,3,6333.333333333333,95.0
Whitefield,1720.0,3.0,3,5813.953488372093,100.0
Vasanthapura,1400.0,3.0,3,4285.714285714285,60.0
Kundalahalli,1030.0,2.0,2,4757.281553398058,49.0
Mysore Road,1200.0,2.0,2,7083.333333333333,85.0
other,1375.0,3.0,3,5090.909090909091,70.0
Hegde Nagar,1050.0,1.0,2,5333.333333333333,56.0
Jalahalli,2250.0,3.0,3,7111.111111111111,160.0
Bellandur,1000.0,2.0,2,5000.0,50.0
other,469.0,1.0,1,5330.490405117271,25.0
Kambipura,883.0,2.0,2,3284.2582106455266,29.0
GM Palaya,1820.0,2.0,3,4725.274725274725,86.0
Singasandra,1440.0,2.0,3,4513.888888888889,65.0
Mahadevpura,1225.0,2.0,2,3918.3673469387754,48.0
Chikkalasandra,875.0,2.0,2,6034.285714285715,52.8
Jalahalli East,750.0,1.0,1,5333.333333333333,40.0
6th Phase JP Nagar,1180.0,2.0,2,6779.661016949152,80.0
Haralur Road,1194.0,2.0,2,3936.348408710218,47.0
Hennur Road,1500.0,2.0,3,4133.333333333333,62.0
other,1160.0,2.0,2,4500.0,52.2
Sarjapur,1128.0,2.0,2,5319.148936170212,60.0
Hebbal,1500.0,3.0,3,10000.0,150.0
other,1220.0,2.0,3,2887.7049180327863,35.23
Sarjapur  Road,1210.0,2.0,2,4793.388429752066,58.0
Kanakpura Road,1100.0,2.0,3,5272.727272727273,58.0
Bommasandra,1200.0,3.0,3,3833.3333333333335,46.0
other,1641.0,3.0,3,4021.9378427787933,66.0
Horamavu Agara,1200.0,2.0,2,3750.0,45.0
Raja Rajeshwari Nagar,1260.0,2.0,2,5348.412698412699,67.39
Mahadevpura,1720.0,3.0,3,4534.883720930233,78.0
Yelahanka,1132.5,2.0,2,4249.889624724062,48.13
Yelahanka,1210.0,2.0,2,3800.0,45.98
Bisuvanahalli,1075.0,2.0,3,4186.046511627907,45.0
Thanisandra,1702.0,3.0,3,7638.07285546416,130.0
Raja Rajeshwari Nagar,1141.0,2.0,2,3378.6152497808935,38.55
other,2072.0,3.0,3,5212.355212355213,108.0
other,1200.0,2.0,3,5833.333333333333,70.0
other,1350.0,3.0,3,5703.7037037037035,77.0
other,1180.0,2.0,3,6638.983050847458,78.34
other,1355.0,2.0,2,8487.084870848708,115.0
other,600.0,1.0,1,8333.333333333334,50.0
Bannerghatta Road,1640.0,2.0,3,7317.073170731707,120.0
Kodichikkanahalli,1190.0,2.0,3,4789.915966386555,57.0
Marathahalli,1019.0,2.0,2,4892.051030421982,49.85
other,1875.0,3.0,3,8800.0,165.0
Akshaya Nagar,1250.0,3.0,3,3200.0,40.0
Brookefield,1200.0,3.0,3,11666.666666666666,140.0
Whitefield,1140.0,2.0,2,4912.2807017543855,56.0
Lingadheeranahalli,1683.0,3.0,3,6476.5300059417705,109.0
Kaggadasapura,1515.0,3.0,3,5498.349834983498,83.3
Hoodi,2118.0,4.0,4,5240.793201133144,111.0
Bannerghatta Road,1380.0,3.0,4,4202.898550724638,58.0
Varthur Road,1083.0,2.0,2,5701.754385964912,61.75
other,600.0,2.0,2,9166.666666666666,55.0
other,1240.0,2.0,2,4838.709677419355,60.0
other,1750.0,3.0,3,6857.142857142857,120.0
other,1230.0,2.0,2,3534.959349593496,43.48
Anjanapura,1500.0,3.0,3,9266.666666666666,139.0
Abbigere,985.0,2.0,2,4100.507614213198,40.39
Tindlu,1500.0,2.0,3,5800.0,87.0
Electronic City,1125.0,2.0,2,2888.0,32.49
other,950.0,2.0,2,4631.578947368421,44.0
Kothanur,1580.0,3.0,3,4810.126582278481,76.0
other,1092.0,2.0,3,9020.14652014652,98.5
Electronic City Phase II,1090.0,2.0,2,2600.0,28.34
Dommasandra,1033.0,2.0,3,2471.4424007744433,25.53
Kammasandra,810.0,2.0,2,3024.6913580246915,24.5
other,1045.0,2.0,2,4306.2200956937795,45.0
Hebbal,1337.0,2.0,2,6133.1338818249815,82.0
Chandapura,1200.0,2.0,2,2666.6666666666665,32.0
Koramangala,1580.0,3.0,3,10126.582278481013,160.0
Begur Road,1500.0,2.0,3,3600.0,54.0
Whitefield,1640.0,4.0,3,5548.780487804878,91.0
other,1570.0,3.0,3,3949.044585987261,62.0
Gubbalala,1470.0,2.0,3,5578.231292517007,82.0
Kengeri,1160.0,2.0,2,3500.862068965517,40.61
7th Phase JP Nagar,1050.0,2.0,2,6761.9047619047615,71.0
Bannerghatta Road,1460.0,2.0,3,6164.3835616438355,90.0
Hulimavu,1823.0,3.0,3,5485.463521667581,100.0
Electronic City,1094.0,2.0,2,3839.1224862888484,42.0
Budigere,1153.0,2.0,2,4943.625325238509,57.0
other,1325.0,3.0,3,4301.88679245283,57.0
Parappana Agrahara,1200.0,3.0,4,7083.333333333333,85.0
Jakkur,1590.0,2.0,3,7861.635220125786,125.0
other,1202.0,2.0,2,3993.3444259567386,48.0
Haralur Road,1202.0,2.0,2,4409.317803660566,53.0
other,1200.0,2.0,2,5208.333333333333,62.5
Panathur,1688.0,3.0,3,6990.521327014218,118.0
Kaval Byrasandra,1020.0,2.0,2,5098.0392156862745,52.0
Sarjapur,1185.0,2.0,2,3966.2447257383965,47.0
Ramagondanahalli,1235.0,2.0,2,4213.765182186235,52.04
Banashankari,1077.0,2.0,2,3494.8932219127205,37.64
Kengeri Satellite Town,1415.0,2.0,3,4664.310954063604,66.0
Whitefield,805.0,2.0,2,4347.826086956522,35.0
other,425.0,1.0,1,4712.941176470588,20.03
Whitefield,1155.0,2.0,2,5190.476190476191,59.95
Anekal,656.0,2.0,2,3353.6585365853657,22.0
other,1100.0,2.0,2,4363.636363636364,48.0
Mahadevpura,1150.0,2.0,2,4521.739130434783,52.0
other,600.0,1.0,1,10000.0,60.0
other,1468.0,2.0,2,9536.784741144415,140.0
Hegde Nagar,1341.0,2.0,2,7233.407904548844,97.0
Jakkur,1279.0,2.0,2,6020.3283815480845,77.0
Electronic City Phase II,2225.0,4.0,4,4444.044943820225,98.88
Thanisandra,1185.0,2.0,2,3671.7299578059074,43.51
other,1750.0,3.0,3,4857.142857142857,85.0
Kudlu,1152.0,2.0,2,4644.097222222223,53.5
Hulimavu,1300.0,2.0,2,2769.230769230769,36.0
5th Phase JP Nagar,1070.0,2.0,2,3644.8598130841124,39.0
Uttarahalli,1101.0,2.0,2,4087.193460490463,45.0
other,775.0,2.0,2,7096.774193548387,55.0
Yeshwanthpur,667.0,1.0,1,5524.737631184408,36.85
Electronic City,1070.0,2.0,2,5140.186915887851,55.0
Old Airport Road,1875.0,2.0,3,5866.666666666667,110.0
Kundalahalli,735.0,2.0,2,7889.7959183673465,57.99
Koramangala,1750.0,3.0,3,7428.571428571428,130.0
Marathahalli,1215.0,2.0,2,5514.40329218107,67.0
Vishwapriya Layout,820.0,2.0,2,3658.5365853658536,30.0
Banashankari Stage VI,1177.5,2.0,2,5090.0212314225055,59.935
Battarahalli,1779.0,3.0,3,5037.099494097808,89.61
other,1105.0,2.0,2,5248.868778280543,58.0
Whitefield,1650.0,3.0,3,3636.3636363636365,60.0
Jalahalli,1694.0,2.0,2,8854.78158205431,150.0
Cox Town,1975.0,3.0,3,7594.93670886076,150.0
Kammasandra,674.0,2.0,2,4896.142433234421,33.0
Kaggadasapura,1185.0,2.0,2,3459.915611814346,41.0
Thanisandra,445.0,1.0,1,6292.134831460674,28.0
HSR Layout,1475.0,3.0,3,5084.745762711865,75.0
Gottigere,1618.0,3.0,3,5098.887515451174,82.5
Koramangala,1120.0,2.0,2,5803.571428571428,65.0
Marathahalli,2181.0,3.0,4,6969.280146721688,152.0
Vidyaranyapura,1200.0,4.0,4,7500.0,90.0
Bannerghatta Road,1556.0,2.0,3,3800.1285347043704,59.13
Bannerghatta Road,1179.0,2.0,2,5599.660729431722,66.02
Thanisandra,1296.0,2.0,2,6404.320987654321,83.0
Kaggadasapura,1275.0,2.0,2,4078.4313725490197,52.0
Kathriguppe,1400.0,2.0,3,5500.0,77.0
Gottigere,1222.0,2.0,2,5155.482815057283,63.0
Electronic City,940.0,2.0,2,4361.702127659574,41.0
Thanisandra,1185.0,2.0,2,3594.9367088607596,42.6
Tumkur Road,1779.0,3.0,3,6295.6717256885895,112.0
Begur Road,1615.0,3.0,3,3700.30959752322,59.76
Haralur Road,1056.0,2.0,2,5776.515151515152,61.0
7th Phase JP Nagar,1100.0,2.0,2,4181.818181818182,46.0
Arekere,920.0,2.0,2,4347.826086956522,40.0
other,1602.0,2.0,3,4681.647940074907,75.0
Padmanabhanagar,1176.0,2.0,2,5272.108843537415,62.0
other,1352.0,3.0,3,9985.207100591717,135.0
Kasavanhalli,1717.0,3.0,3,5765.87070471753,99.0
Bhoganhalli,2119.0,4.0,4,5238.319962246343,111.0
Vittasandra,1246.0,2.0,2,5401.284109149277,67.3
Anandapura,1141.0,2.0,2,3750.219106047327,42.79
Hennur Road,1157.0,2.0,2,7260.155574762316,84.0
Chandapura,1025.0,2.0,2,2700.487804878049,27.68
Yelahanka New Town,650.0,1.0,1,5076.923076923077,33.0
Hebbal,1349.0,2.0,2,7264.6404744255005,98.0
Narayanapura,1566.0,3.0,3,5319.284802043423,83.3
Electronic City,1320.0,2.0,3,2888.636363636364,38.13
other,1780.0,3.0,3,4765.730337078651,84.83
Varthur,1091.0,2.0,2,3198.9000916590285,34.9
7th Phase JP Nagar,918.0,2.0,2,5500.0,50.49
Yeshwanthpur,1950.0,4.0,4,6666.666666666667,130.0
Panathur,1695.0,3.0,3,5309.734513274337,90.0
Yelahanka,1705.0,3.0,3,5571.847507331378,95.0
Kalyan nagar,1375.0,3.0,3,5454.545454545455,75.0
Kanakpura Road,525.0,1.0,1,5714.285714285715,30.0
Whitefield,1447.0,2.0,2,5736.005528680028,83.0
Thanisandra,1114.0,2.0,2,3500.8976660682224,39.0
7th Phase JP Nagar,1450.0,2.0,3,6896.551724137931,100.0
Vasanthapura,1022.0,2.0,2,3913.894324853229,40.0
Hebbal,1000.0,2.0,2,4500.0,45.0
Electronic City,1128.0,2.0,2,6094.858156028369,68.75
Kanakpura Road,1180.0,2.0,2,4830.5084745762715,57.0
Nagarbhavi,1200.0,2.0,2,12500.0,150.0
Kanakpura Road,1339.0,2.0,2,5601.194921583271,75.0
Yelachenahalli,1400.0,2.0,3,3928.5714285714284,55.0
7th Phase JP Nagar,1040.0,2.0,2,3800.0000000000005,39.52
Kadugodi,1198.0,2.0,2,4841.402337228715,58.0
other,1200.0,3.0,4,7916.666666666667,95.0
Sarjapur  Road,1691.0,3.0,3,6682.436428149024,113.0
Bisuvanahalli,1075.0,3.0,3,3348.8372093023254,36.0
8th Phase JP Nagar,1240.0,3.0,3,3508.064516129032,43.5
Bannerghatta Road,1122.5,2.0,2,5250.334075723831,58.935
Mallasandra,1665.0,3.0,3,5200.0,86.58
Brookefield,1142.0,2.0,2,6129.5971978984235,70.0
Kothannur,1853.0,3.0,3,4425.256341068538,82.0
Kasturi Nagar,1567.0,2.0,2,5871.091257179323,92.0
Talaghattapura,1090.0,2.0,2,2499.0825688073396,27.24
Electronics City Phase 1,1175.0,2.0,2,4380.425531914893,51.47
Subramanyapura,1200.0,2.0,2,4333.333333333333,52.0
Kodichikkanahalli,995.0,2.0,2,4120.603015075377,41.0
Magadi Road,884.0,2.0,2,4649.321266968326,41.1
Yeshwanthpur,1170.0,2.0,2,4871.794871794872,57.0
KR Puram,1225.0,2.0,2,3800.0,46.55
Electronic City,1342.0,2.0,2,5461.997019374068,73.3
Uttarahalli,1345.0,2.0,2,4981.412639405205,67.0
Kodigehaali,1320.0,3.0,3,4924.242424242424,65.0
Raja Rajeshwari Nagar,1140.0,2.0,2,4332.456140350877,49.39
Battarahalli,1300.0,2.0,2,3846.153846153846,50.0
Hosa Road,1652.0,3.0,3,5145.2784503631965,85.0
Thigalarapalya,2072.0,4.0,3,6853.281853281854,142.0
Arekere,1740.0,2.0,3,5459.770114942528,95.0
Electronic City,1360.0,2.0,3,5220.588235294118,71.0
Hosur Road,1145.0,2.0,3,5240.174672489083,60.0
Uttarahalli,1540.0,2.0,3,2597.4025974025976,40.0
Sarjapur  Road,1278.0,2.0,2,7433.489827856025,95.0
Electronic City Phase II,630.0,1.0,1,6349.206349206349,40.0
Kanakpura Road,1100.0,3.0,3,5272.727272727273,58.0
other,1200.0,3.0,3,7916.666666666667,95.0
Chandapura,582.5,1.0,1,2598.283261802575,15.135
Chandapura,1015.0,2.0,2,2549.753694581281,25.88
Gunjur,1356.0,2.0,3,4867.256637168141,66.0
other,823.0,2.0,2,3402.187120291616,28.0
TC Palaya,1200.0,2.0,3,5500.0,66.0
Ramamurthy Nagar,1050.0,2.0,2,3523.809523809524,37.0
other,1180.0,2.0,2,5847.457627118644,69.0
Whitefield,1116.0,2.0,2,4651.433691756272,51.91
7th Phase JP Nagar,1070.0,2.0,2,3999.0654205607475,42.79
Varthur,1385.0,2.0,2,5776.173285198556,80.0
Varthur,1000.0,1.0,1,7000.0,70.0
Whitefield,1897.0,3.0,3,6852.925672113864,130.0
Magadi Road,1005.0,2.0,2,5550.248756218905,55.78
Green Glen Layout,1575.0,3.0,3,7936.507936507936,125.0
Subramanyapura,975.0,2.0,2,6666.666666666667,65.0
Hennur Road,1904.0,3.0,3,6302.5210084033615,120.0
Kengeri Satellite Town,930.0,1.0,1,3225.8064516129034,30.0
Kanakpura Road,525.0,1.0,1,4952.380952380952,26.0
other,686.0,1.0,1,2478.134110787172,17.0
Sarjapur  Road,2238.0,3.0,3,6255.585344057194,140.0
Harlur,1174.0,2.0,2,5877.342419080068,69.0
Whitefield,2225.0,2.0,3,5617.9775280898875,125.0
Jigani,918.0,2.0,2,5664.488017429194,52.0
Mahadevpura,1250.0,2.0,2,4160.0,52.0
Sarjapur  Road,1800.0,3.0,3,6111.111111111111,110.0
Marathahalli,1170.0,2.0,2,4529.91452991453,53.0
Bannerghatta Road,793.0,2.0,2,5674.653215636822,45.0
Jakkur,1710.0,3.0,3,6257.309941520468,107.0
Kambipura,1082.0,2.0,3,5314.232902033272,57.5
other,1001.0,2.0,2,3299.7002997002996,33.03
other,1500.0,4.0,4,12000.0,180.0
Yelahanka,1590.0,2.0,3,3396.2264150943397,54.0
Horamavu Banaswadi,1554.0,3.0,3,3539.253539253539,55.0
Thanisandra,1142.5,2.0,2,3800.0,43.415
Konanakunte,884.0,1.0,2,6561.085972850678,58.0
Hosa Road,1045.0,2.0,2,9463.157894736842,98.89
Marathahalli,1019.0,2.0,2,4893.032384690873,49.86
Ambedkar Nagar,1935.0,4.0,3,6718.3462532299745,130.0
Uttarahalli,1135.0,2.0,3,3500.440528634361,39.73
Lakshminarayana Pura,1680.0,3.0,3,8928.57142857143,150.0
Kasavanhalli,1799.0,3.0,3,5002.77932184547,90.0
Attibele,400.0,1.0,1,2750.0,11.0
Kundalahalli,1047.0,2.0,2,7831.900668576886,82.0
other,1282.0,2.0,2,6786.271450858035,87.0
NGR Layout,1020.0,2.0,2,4500.0,45.9
Whitefield,1495.0,2.0,2,5317.725752508361,79.5
other,1611.0,2.0,3,4000.0,64.44
other,1500.0,2.0,3,6333.333333333333,95.0
Sahakara Nagar,1500.0,2.0,3,6333.333333333333,95.0
Uttarahalli,1540.0,3.0,3,3246.753246753247,50.0
Hosa Road,1639.0,3.0,3,4881.0250152532035,80.0
Raja Rajeshwari Nagar,1303.0,2.0,2,4281.657712970069,55.79
Koramangala,1005.0,1.0,2,10945.273631840795,110.0
Kammasandra,657.5,1.0,1,2800.0,18.41
Chandapura,1305.0,3.0,3,2550.191570881226,33.28
other,1300.0,1.0,2,8846.153846153846,115.0
Brookefield,1440.0,2.0,3,4722.222222222223,68.0
Seegehalli,901.0,2.0,2,3900.110987791343,35.14
Sarjapur,900.0,2.0,3,4666.666666666667,42.0
BEML Layout,1060.0,2.0,2,5188.679245283019,55.0
NGR Layout,1020.0,2.0,2,4750.0,48.45
Varthur,1535.0,3.0,3,4299.022801302931,65.99
other,530.0,1.0,1,3773.5849056603774,20.0
Haralur Road,1464.0,3.0,3,3825.136612021858,56.0
other,1350.0,2.0,2,5925.925925925926,80.0
Sarjapur  Road,1115.0,2.0,2,4484.304932735426,50.0
Uttarahalli,1175.0,2.0,2,4000.0,47.0
Whitefield,1113.0,2.0,2,5570.530098831986,62.0
Giri Nagar,650.0,2.0,2,6461.538461538462,42.0
Marathahalli,1325.0,2.0,2,5400.0,71.55
Electronics City Phase 1,950.0,2.0,2,3263.157894736842,31.0
Jakkur,1396.0,2.0,3,6196.991404011461,86.51
Rachenahalli,1050.0,2.0,2,4959.047619047619,52.07
Thanisandra,1825.0,3.0,3,5479.45205479452,100.0
7th Phase JP Nagar,1190.0,2.0,2,4200.0,49.98
Marathahalli,1220.0,2.0,2,4631.147540983607,56.5
NRI Layout,1565.0,2.0,3,4792.332268370607,75.0
Hennur Road,1891.0,3.0,3,5764.1459545214175,109.0
other,900.0,2.0,2,3000.0,27.0
Hosa Road,1161.0,2.0,2,4750.215331610681,55.15
Sarjapur,649.5,1.0,1,2699.7690531177827,17.535
Yeshwanthpur,665.0,1.0,1,5541.353383458647,36.85
Mysore Road,1175.0,2.0,2,6255.31914893617,73.5
Hoodi,1425.0,2.0,2,5614.035087719299,80.0
Chikkabanavar,1200.0,1.0,1,1666.6666666666667,20.0
ITPL,1200.0,3.0,3,4676.666666666667,56.12
Somasundara Palya,1255.0,2.0,2,5338.645418326693,67.0
Hegde Nagar,2112.95,4.0,3,6862.443503159091,145.0
Raja Rajeshwari Nagar,600.0,1.0,1,3666.6666666666665,22.0
Haralur Road,1810.0,3.0,3,5524.861878453039,100.0
Indira Nagar,1200.0,2.0,2,7750.0,93.0
Harlur,1033.0,2.0,2,4743.465634075508,49.0
ITPL,1548.0,3.0,3,5781.6537467700255,89.5
Horamavu Banaswadi,1611.0,3.0,3,4096.83426443203,66.0
Electronic City Phase II,1400.0,2.0,3,2887.8571428571427,40.43
Vidyaranyapura,1485.0,2.0,3,4511.784511784512,67.0
Pattandur Agrahara,1025.0,2.0,2,4341.463414634146,44.5
other,1225.0,2.0,2,4326.530612244898,53.0
5th Phase JP Nagar,1256.0,2.0,2,5000.0,62.8
Kanakpura Road,1100.0,3.0,3,4818.181818181818,53.0
other,1141.0,2.0,2,5433.829973707274,62.0
Attibele,400.0,1.0,1,3000.0,12.0
Chandapura,1400.0,2.0,2,4285.714285714285,60.0
other,1175.0,2.0,2,4108.085106382979,48.27
Sahakara Nagar,1100.0,2.0,2,5090.909090909091,56.0
Kanakpura Road,1843.0,3.0,3,5200.217037438958,95.84
Horamavu Banaswadi,1460.0,2.0,2,5513.698630136986,80.5
Rachenahalli,1530.0,2.0,3,4869.281045751634,74.5
HSR Layout,1467.0,2.0,2,3749.147920927062,55.0
other,950.0,1.0,1,4210.526315789473,40.0
Vittasandra,1246.0,2.0,2,5176.565008025682,64.5
Kanakapura,711.0,1.0,1,5344.585091420535,38.0
Haralur Road,1194.0,2.0,2,3852.5963149078725,46.0
Babusapalaya,1358.0,2.0,3,3195.8762886597938,43.4
Hoodi,1420.0,2.0,2,5281.69014084507,75.0
Kathriguppe,1250.0,2.0,3,5500.0,68.75
Akshaya Nagar,1280.0,2.0,2,4531.25,58.0
other,1209.0,2.0,2,4135.6492969396195,50.0
Panathur,1315.0,2.0,3,4167.300380228137,54.8
other,1800.0,3.0,3,5000.0,90.0
TC Palaya,1600.0,2.0,3,4062.5,65.0
other,1563.0,3.0,3,3326.935380678183,52.0
Whitefield,1560.0,2.0,3,4615.384615384615,72.0
Brookefield,2169.0,4.0,3,5301.982480405717,115.0
Rachenahalli,1050.0,2.0,2,5285.714285714285,55.5
TC Palaya,1200.0,3.0,3,5500.0,66.0
HSR Layout,1140.0,2.0,2,4035.0877192982457,46.0
7th Phase JP Nagar,1500.0,3.0,3,11333.333333333334,170.0
Horamavu Agara,1560.0,3.0,3,4807.692307692308,75.0
JP Nagar,1100.0,2.0,2,6363.636363636364,70.0
Kasavanhalli,1260.0,2.0,3,3200.0,40.32
Hebbal,1036.0,2.0,2,4826.254826254826,50.0
Akshaya Nagar,1662.0,3.0,3,5120.336943441636,85.1
Yelachenahalli,1464.0,2.0,3,7172.131147540984,105.0
Yelahanka,1234.0,2.0,2,6482.982171799027,80.0
Sarjapur  Road,1403.0,3.0,3,3920.1710620099784,55.0
Seegehalli,1150.0,2.0,3,3730.4347826086955,42.9
Kanakapura,929.0,2.0,2,4951.560818083961,46.0
TC Palaya,1350.0,2.0,3,5555.555555555556,75.0
Vasanthapura,1135.0,2.0,2,3500.440528634361,39.73
other,1405.0,2.0,2,4982.20640569395,70.0
Whitefield,1200.0,2.0,2,3820.0,45.84
Yeshwanthpur,1161.0,2.0,2,5519.37984496124,64.08
Kanakpura Road,1290.0,2.0,2,5736.434108527132,74.0
other,1480.0,3.0,3,6081.081081081081,90.0
Old Madras Road,1350.0,3.0,3,4040.0,54.54
Kadugodi,1580.0,2.0,3,4113.9240506329115,65.0
Banashankari,1470.0,2.0,3,6029.931972789115,88.64
Ananth Nagar,500.0,1.0,1,2800.0,14.0
Sarjapur  Road,1346.0,2.0,2,4600.297176820208,61.92
other,1600.0,3.0,3,5625.0,90.0
other,720.0,2.0,2,16666.666666666668,120.0
other,1200.0,4.0,4,11250.0,135.0
other,1200.0,2.0,2,2916.6666666666665,35.0
Channasandra,1340.0,2.0,3,3606.716417910448,48.33
Jigani,918.0,2.0,2,5228.75816993464,48.0
other,1500.0,3.0,3,7666.666666666667,115.0
Yelahanka,1315.0,2.0,2,6463.878326996198,85.0
Uttarahalli,1390.0,2.0,3,4500.0,62.55
Uttarahalli,1330.0,2.0,3,4210.526315789473,56.0
other,1824.0,3.0,3,6853.070175438596,125.0
7th Phase JP Nagar,1420.0,2.0,3,6760.56338028169,96.0
other,750.0,1.0,1,7500.0,56.25
Jalahalli East,1260.0,2.0,3,4761.9047619047615,60.0
Hennur Road,1561.0,3.0,3,6085.842408712364,95.0
other,1060.0,2.0,2,3962.264150943396,42.0
Haralur Road,1225.0,2.0,2,5500.408163265306,67.38
Thanisandra,2144.0,3.0,3,6296.641791044776,135.0
Electronic City,880.0,2.0,2,3295.4545454545455,29.0
Hoodi,1639.0,3.0,3,6711.4093959731545,110.0
Thanisandra,1240.0,2.0,3,5000.0,62.0
Kanakpura Road,1500.0,2.0,2,4600.0,69.0
Haralur Road,1243.0,2.0,2,3700.7240547063557,46.0
Marathahalli,1575.0,3.0,3,4952.380952380952,78.0
Haralur Road,1027.0,2.0,2,4284.323271665044,44.0
Kambipura,1082.0,2.0,3,5175.6007393715345,56.0
Konanakunte,1637.0,3.0,3,4459.376908979842,73.0
Kanakpura Road,1665.0,3.0,3,5200.0,86.58
Electronic City,1265.0,2.0,2,4500.395256916996,56.93
Electronic City,1691.0,2.0,3,6031.933767001774,102.0
Thanisandra,1100.0,2.0,2,3454.5454545454545,38.0
other,1500.0,3.0,3,4133.333333333333,62.0
Choodasandra,1115.0,2.0,2,4484.304932735426,50.0
Mysore Road,1070.0,2.0,2,4205.607476635514,45.0
Indira Nagar,1128.0,2.0,2,9308.510638297872,105.0
Budigere,1162.0,2.0,2,4905.335628227194,57.0
other,1339.0,2.0,2,4107.542942494399,55.0
Mahadevpura,1192.0,2.0,2,6291.946308724832,75.0
Haralur Road,1920.0,3.0,3,5989.583333333333,115.0
Hennur,1255.0,2.0,2,4168.924302788844,52.32
Rajaji Nagar,1357.0,2.0,2,8474.57627118644,115.0
other,1600.0,3.0,3,4687.5,75.0
other,1225.0,2.0,2,4498.775510204082,55.11
Kasturi Nagar,1570.0,3.0,3,5095.541401273886,80.0
Thanisandra,1093.0,2.0,2,6404.391582799634,70.0
Basaveshwara Nagar,1865.0,3.0,3,7774.798927613941,145.0
Kaikondrahalli,1039.0,2.0,2,7699.711260827719,80.0
Vittasandra,1246.0,2.0,2,5176.565008025682,64.5
Whitefield,1985.0,3.0,3,3778.337531486146,75.0
Hosakerehalli,1590.0,3.0,3,3081.761006289308,49.0
Electronic City Phase II,775.0,2.0,2,4903.225806451613,38.0
other,1000.0,2.0,2,5000.0,50.0
Hebbal Kempapura,1800.0,3.0,3,9722.222222222223,175.0
Bommasandra,1035.0,2.0,2,3961.352657004831,41.0
Dasarahalli,1520.0,2.0,3,4934.210526315789,75.0
Whitefield,1360.0,2.0,2,6985.294117647059,95.0
Kodigehaali,1117.0,2.0,2,5013.428827215756,56.0
KR Puram,1200.0,4.0,4,10000.0,120.0
EPIP Zone,1330.0,2.0,2,6954.887218045113,92.5
Marathahalli,1937.0,3.0,3,8260.196179659268,160.0
Electronic City,1128.0,2.0,2,5805.851063829787,65.49
Neeladri Nagar,1053.0,2.0,2,4273.504273504273,45.0
Panathur,1198.0,2.0,2,6427.378964941569,77.0
Marathahalli,1152.0,2.0,2,4861.111111111111,56.0
Frazer Town,1625.0,2.0,2,4615.384615384615,75.0
Kundalahalli,1397.0,3.0,3,7516.1059413027915,105.0
Yeshwanthpur,1523.0,3.0,3,11162.179908076165,170.0
Kambipura,883.0,2.0,2,5096.262740656852,45.0
Kaggalipura,700.0,1.0,1,5428.571428571428,38.0
Yelahanka,1170.0,2.0,2,5341.880341880342,62.5
Kanakpura Road,1200.0,2.0,3,3500.0,42.0
other,1480.0,2.0,2,4391.891891891892,65.0
Akshaya Nagar,1897.0,3.0,3,6325.77754348972,120.0
Rachenahalli,996.0,2.0,2,6726.907630522089,67.0
Haralur Road,1875.0,3.0,3,5866.666666666667,110.0
other,1500.0,2.0,3,6533.333333333333,98.0
Ambalipura,1390.0,2.0,3,12589.928057553956,175.0
Yelahanka,1450.0,3.0,3,4500.3448275862065,65.255
Yelahanka,697.0,1.0,1,6456.241032998565,45.0
Sarjapur  Road,710.0,1.0,1,3802.8169014084506,27.0
other,910.0,2.0,2,3351.6483516483518,30.5
Sompura,1025.0,2.0,3,4682.926829268293,48.0
Magadi Road,1000.0,2.0,2,4650.0,46.5
Horamavu Agara,1453.0,2.0,3,3198.8988300068822,46.48
Thanisandra,971.5,2.0,2,3750.386001029336,36.435
Bellandur,1281.0,2.0,2,5776.736924277908,74.0
Cooke Town,565.0,1.0,1,6194.690265486725,35.0
Varthur,1024.0,2.0,2,4101.5625,42.0
Electronic City,1620.0,3.0,3,3827.1604938271603,62.0
Whitefield,1254.0,2.0,2,3189.792663476874,40.0
Banashankari,1300.0,2.0,3,5769.2307692307695,75.0
Doddakallasandra,1233.0,2.0,2,3487.42903487429,43.0
other,1200.0,1.0,1,2333.3333333333335,28.0
Hosur Road,1510.0,2.0,3,6953.64238410596,105.0
Kaggalipura,950.0,2.0,2,6842.105263157895,65.0
Battarahalli,1945.0,3.0,3,5008.740359897172,97.42
Uttarahalli,1008.0,2.0,2,4464.285714285715,45.0
